step,time,old_pos,new_pos,step_pnl,portfolio_value
63,2023-04-29 16:59:00,[-0.08169897  0.19721328 -0.04974918 -0.20436837  0.20519187],[ 0.01928271 -0.10475326 -0.07484323  0.0693537  -0.15790962],93.54916687202567,100189.02441637655
64,2023-04-29 17:59:00,[ 0.01928271 -0.10475326 -0.07484323  0.0693537  -0.15790962],[ 0.14389697 -0.05736822  0.11778129 -0.20797123  0.1325076 ],-78.91811056508519,100110.10630581147
65,2023-04-29 18:59:00,[ 0.14389697 -0.05736822  0.11778129 -0.20797123  0.1325076 ],[ 0.10024008 -0.01397744 -0.17964199 -0.00186985 -0.01140276],-12.463810861634986,100097.64249494983
66,2023-04-29 19:59:00,[ 0.10024008 -0.01397744 -0.17964199 -0.00186985 -0.01140276],[-0.06615777 -0.11216979 -0.2123858   0.02881068 -0.17875831],-14.311331740535337,100083.3311632093
67,2023-04-29 20:59:00,[-0.06615777 -0.11216979 -0.2123858   0.02881068 -0.17875831],[ 0.20992722 -0.16109377  0.00844974 -0.07638041  0.03957628],-94.56971254404932,99988.76145066525
68,2023-04-29 21:59:00,[ 0.20992722 -0.16109377  0.00844974 -0.07638041  0.03957628],[-0.15867528  0.03183605 -0.00699384  0.03109997 -0.08749485],149.1467370712995,100137.90818773654
69,2023-04-29 22:59:00,[-0.15867528  0.03183605 -0.00699384  0.03109997 -0.08749485],[ 0.14742684 -0.01276288 -0.16907418 -0.0351494   0.05450401],32.216087762918136,100170.12427549946
70,2023-04-29 23:59:00,[ 0.14742684 -0.01276288 -0.16907418 -0.0351494   0.05450401],[-0.05159447  0.03145992 -0.34201688  0.00045337 -0.09966436],-35.493548691378564,100134.63072680809
71,2023-04-30 00:59:00,[-0.05159447  0.03145992 -0.34201688  0.00045337 -0.09966436],[ 0.07445061  0.03154298  0.00178117 -0.10457949  0.10325471],-153.8555466971248,99980.77518011096
72,2023-04-30 01:59:00,[ 0.07445061  0.03154298  0.00178117 -0.10457949  0.10325471],[ 0.04444682  0.12576582  0.08822095 -0.26886702  0.26867816],15.86641200968192,99996.64159212064
73,2023-04-30 02:59:00,[ 0.04444682  0.12576582  0.08822095 -0.26886702  0.26867816],[ 0.04438541 -0.03318075  0.02141505  0.02504404 -0.01754693],163.6641778088067,100160.30576992944
74,2023-04-30 03:59:00,[ 0.04438541 -0.03318075  0.02141505  0.02504404 -0.01754693],[-0.07826003  0.04381191  0.12414684 -0.13101336  0.02952424],12.69498360957568,100173.00075353902
75,2023-04-30 04:59:00,[-0.07826003  0.04381191  0.12414684 -0.13101336  0.02952424],[-0.22663563  0.18320079 -0.2726463   0.10246165 -0.10709466],-11.142979335400362,100161.85777420361
76,2023-04-30 05:59:00,[-0.22663563  0.18320079 -0.2726463   0.10246165 -0.10709466],[-0.04447794  0.04751883 -0.4879978   0.21305074 -0.25508833],137.68345447574714,100299.54122867936
77,2023-04-30 06:59:00,[-0.04447794  0.04751883 -0.4879978   0.21305074 -0.25508833],[ 0.20424822  0.00967861 -0.03539199 -0.06741876  0.20011896],13.80730477770498,100313.34853345706
78,2023-04-30 07:59:00,[ 0.20424822  0.00967861 -0.03539199 -0.06741876  0.20011896],[ 0.12879097 -0.10968024 -0.08507042 -0.13374335  0.09400451],58.516469287814644,100371.86500274487
79,2023-04-30 08:59:00,[ 0.12879097 -0.10968024 -0.08507042 -0.13374335  0.09400451],[-0.09151     0.03375967 -0.23155016  0.05677112 -0.06482751],73.80706515730024,100445.67206790218
80,2023-04-30 09:59:00,[-0.09151     0.03375967 -0.23155016  0.05677112 -0.06482751],[-0.01264119  0.26684555 -0.19545569  0.08766494  0.1419369 ],63.54375061678152,100509.21581851896
81,2023-04-30 10:59:00,[-0.01264119  0.26684555 -0.19545569  0.08766494  0.1419369 ],[ 0.00569302  0.17550078  0.14013466 -0.18879049  0.29197413],35.724639540958776,100544.94045805992
82,2023-04-30 11:59:00,[ 0.00569302  0.17550078  0.14013466 -0.18879049  0.29197413],[-0.16563225  0.2935342   0.11516714 -0.05749118  0.2115562 ],65.23858814949274,100610.17904620942
83,2023-04-30 12:59:00,[-0.16563225  0.2935342   0.11516714 -0.05749118  0.2115562 ],[ 0.10724342  0.09155684  0.02979497 -0.22963978  0.1956442 ],109.91434965392577,100720.09339586335
84,2023-04-30 13:59:00,[ 0.10724342  0.09155684  0.02979497 -0.22963978  0.1956442 ],[ 0.08916166  0.01873253 -0.04975516 -0.05084978  0.09491827],34.11636868709506,100754.20976455045
85,2023-04-30 14:59:00,[ 0.08916166  0.01873253 -0.04975516 -0.05084978  0.09491827],[-0.20305267  0.23784587 -0.01454939  0.0007031   0.06178305],-44.89648571041578,100709.31327884004
86,2023-04-30 15:59:00,[-0.20305267  0.23784587 -0.01454939  0.0007031   0.06178305],[ 0.05385204  0.130402    0.05524635 -0.1224392   0.1303104 ],167.09875602802776,100876.41203486807
87,2023-04-30 16:59:00,[ 0.05385204  0.130402    0.05524635 -0.1224392   0.1303104 ],[-0.10862167  0.19101836 -0.05853733 -0.1280076   0.13993354],-16.079804924263374,100860.33222994382
88,2023-04-30 17:59:00,[-0.10862167  0.19101836 -0.05853733 -0.1280076   0.13993354],[ 0.041923   -0.07698312 -0.33197013  0.13142043 -0.1405071 ],65.88490164520704,100926.21713158902
89,2023-04-30 18:59:00,[ 0.041923   -0.07698312 -0.33197013  0.13142043 -0.1405071 ],[-0.056653   -0.0624775  -0.11669619  0.07082306 -0.16252096],12.679493272060078,100938.89662486108
90,2023-04-30 19:59:00,[-0.056653   -0.0624775  -0.11669619  0.07082306 -0.16252096],[ 0.04276764  0.15803255 -0.18985844  0.01757392  0.06596953],-7.11105715470924,100931.78556770638
91,2023-04-30 20:59:00,[ 0.04276764  0.15803255 -0.18985844  0.01757392  0.06596953],[-0.11859819  0.19023557 -0.08875553  0.00332976  0.087892  ],-5.099159546361398,100926.68640816002
92,2023-04-30 21:59:00,[-0.11859819  0.19023557 -0.08875553  0.00332976  0.087892  ],[-0.19238845  0.19665335 -0.18690479  0.05012513 -0.04062065],-85.62763253810016,100841.05877562192
93,2023-04-30 22:59:00,[-0.19238845  0.19665335 -0.18690479  0.05012513 -0.04062065],[ 0.00245625  0.09141233 -0.06370091  0.0949266  -0.01030092],-3.59885505555686,100837.45992056635
94,2023-04-30 23:59:00,[ 0.00245625  0.09141233 -0.06370091  0.0949266  -0.01030092],[-0.21465339  0.3781591   0.12477054 -0.1667622   0.32290208],-49.70654699332291,100787.75337357302
95,2023-05-01 00:59:00,[-0.21465339  0.3781591   0.12477054 -0.1667622   0.32290208],[ 0.04696717 -0.01807076 -0.14809376 -0.10736369 -0.0393105 ],235.76566424851285,101023.51903782153
96,2023-05-01 01:59:00,[ 0.04696717 -0.01807076 -0.14809376 -0.10736369 -0.0393105 ],[ 0.04433854 -0.11608788 -0.10012131  0.14782375 -0.1713592 ],215.75914811053013,101239.27818593207
97,2023-05-01 02:59:00,[ 0.04433854 -0.11608788 -0.10012131  0.14782375 -0.1713592 ],[ 0.09493117 -0.31889054 -0.24546048 -0.04004666 -0.29908624],-4.424440791752723,101234.85374514031
98,2023-05-01 03:59:00,[ 0.09493117 -0.31889054 -0.24546048 -0.04004666 -0.29908624],[ 0.12628385 -0.16486739  0.02049525  0.07570524 -0.08696291],184.80933756527304,101419.66308270558
99,2023-05-01 04:59:00,[ 0.12628385 -0.16486739  0.02049525  0.07570524 -0.08696291],[-0.14224413  0.05906837 -0.2665125  -0.00748692 -0.13123812],35.81130464189601,101455.47438734748
100,2023-05-01 05:59:00,[-0.14224413  0.05906837 -0.2665125  -0.00748692 -0.13123812],[-0.11448381  0.11919475 -0.2364259   0.18059994 -0.09678501],119.36536798734221,101574.83975533482
101,2023-05-01 06:59:00,[-0.11448381  0.11919475 -0.2364259   0.18059994 -0.09678501],[-0.07135226  0.28445122  0.06080962 -0.22588646  0.33779153],-175.75510505216855,101399.08465028265
102,2023-05-01 07:59:00,[-0.07135226  0.28445122  0.06080962 -0.22588646  0.33779153],[ 0.04210071 -0.03709344 -0.03286202 -0.14956106  0.03960429],62.3054136181855,101461.39006390084
103,2023-05-01 08:59:00,[ 0.04210071 -0.03709344 -0.03286202 -0.14956106  0.03960429],[ 0.08021052 -0.16720064 -0.30643237  0.11998431 -0.18384354],33.57221557703962,101494.96227947787
104,2023-05-01 09:59:00,[ 0.08021052 -0.16720064 -0.30643237  0.11998431 -0.18384354],[ 0.08825622 -0.15060939 -0.34827793  0.07252454 -0.14537965],78.99473106343567,101573.9570105413
105,2023-05-01 10:59:00,[ 0.08825622 -0.15060939 -0.34827793  0.07252454 -0.14537965],[ 0.03242939  0.10531922  0.22246547 -0.24784927  0.29028928],-92.89098288294281,101481.06602765835
106,2023-05-01 11:59:00,[ 0.03242939  0.10531922  0.22246547 -0.24784927  0.29028928],[ 0.10984758 -0.08956537 -0.12907456  0.01531943 -0.06311317],33.54361852700061,101514.60964618534
107,2023-05-01 12:59:00,[ 0.10984758 -0.08956537 -0.12907456  0.01531943 -0.06311317],[-0.1665641   0.18869391 -0.0550424  -0.08373623  0.06341498],42.33752515209582,101556.94717133744
108,2023-05-01 13:59:00,[-0.1665641   0.18869391 -0.0550424  -0.08373623  0.06341498],[-0.21323243  0.13839607 -0.1819559   0.13837348 -0.1111467 ],-35.38175078441515,101521.56542055302
109,2023-05-01 14:59:00,[-0.21323243  0.13839607 -0.1819559   0.13837348 -0.1111467 ],[-0.10741765  0.12863158 -0.24416369 -0.0102357  -0.02283688],-44.05424702895381,101477.51117352406
110,2023-05-01 15:59:00,[-0.10741765  0.12863158 -0.24416369 -0.0102357  -0.02283688],[-0.02155293  0.09434913 -0.21935986  0.09818145 -0.05587412],136.8340417446559,101614.34521526872
111,2023-05-01 16:59:00,[-0.02155293  0.09434913 -0.21935986  0.09818145 -0.05587412],[-0.1497258   0.2819006   0.03760888 -0.1683458   0.21028255],-25.942091878672823,101588.40312339005
112,2023-05-01 17:59:00,[-0.1497258   0.2819006   0.03760888 -0.1683458   0.21028255],[ 0.00963859 -0.11347881 -0.16972896 -0.01948989 -0.18152575],36.48205471202286,101624.88517810206
113,2023-05-01 18:59:00,[ 0.00963859 -0.11347881 -0.16972896 -0.01948989 -0.18152575],[0.14978738 0.0870715  0.01111597 0.01858244 0.1354912 ],61.66413775487243,101686.54931585693
114,2023-05-01 19:59:00,[0.14978738 0.0870715  0.01111597 0.01858244 0.1354912 ],[-0.20534675  0.10081455 -0.3922388   0.1818133  -0.20775338],-175.7074326694182,101510.84188318752
115,2023-05-01 20:59:00,[-0.20534675  0.10081455 -0.3922388   0.1818133  -0.20775338],[-0.19106013  0.20645328 -0.31828555  0.18389797 -0.14399613],283.34056172314695,101794.18244491066
116,2023-05-01 21:59:00,[-0.19106013  0.20645328 -0.31828555  0.18389797 -0.14399613],[-0.00505188  0.25449154 -0.11265662 -0.06809438  0.15577161],278.09061940748774,102072.27306431816
117,2023-05-01 22:59:00,[-0.00505188  0.25449154 -0.11265662 -0.06809438  0.15577161],[-0.22436355  0.27751866 -0.04192298  0.02426221  0.04375666],-151.16907783243732,101921.10398648572
118,2023-05-01 23:59:00,[-0.22436355  0.27751866 -0.04192298  0.02426221  0.04375666],[ 0.04364052 -0.05109122 -0.25333056  0.24961738 -0.19766936],82.49074491619712,102003.59473140191
119,2023-05-02 00:59:00,[ 0.04364052 -0.05109122 -0.25333056  0.24961738 -0.19766936],[ 0.04110067  0.05800451 -0.2451947  -0.04154895  0.01969921],-26.563570269118625,101977.03116113279
120,2023-05-02 01:59:00,[ 0.04110067  0.05800451 -0.2451947  -0.04154895  0.01969921],[-0.0609506  -0.05399853 -0.12012719  0.09211148 -0.15304093],4.326147040377982,101981.35730817317
121,2023-05-02 02:59:00,[-0.0609506  -0.05399853 -0.12012719  0.09211148 -0.15304093],[-0.16906461  0.0715859  -0.0353631  -0.00515848 -0.0832101 ],-45.33693649720534,101936.02037167597
122,2023-05-02 03:59:00,[-0.16906461  0.0715859  -0.0353631  -0.00515848 -0.0832101 ],[-0.13487542  0.20083116 -0.11983916  0.07755487 -0.05449931],-11.519396725798432,101924.50097495018
123,2023-05-02 04:59:00,[-0.13487542  0.20083116 -0.11983916  0.07755487 -0.05449931],[ 0.0640985  -0.05694231 -0.29828322  0.1650206  -0.12452601],24.414285119573968,101948.91526006976
124,2023-05-02 05:59:00,[ 0.0640985  -0.05694231 -0.29828322  0.1650206  -0.12452601],[ 0.1534663   0.04126364  0.05423056 -0.23530994  0.21363005],-11.900361219757087,101937.01489885
125,2023-05-02 06:59:00,[ 0.1534663   0.04126364  0.05423056 -0.23530994  0.21363005],[-0.00452778  0.1390818  -0.25309202  0.07907239  0.03807455],-69.54757168220524,101867.46732716779
126,2023-05-02 07:59:00,[-0.00452778  0.1390818  -0.25309202  0.07907239  0.03807455],[-0.10789096 -0.02951544 -0.19983065  0.06558839 -0.14878945],-246.36191178978396,101621.105415378
127,2023-05-02 08:59:00,[-0.10789096 -0.02951544 -0.19983065  0.06558839 -0.14878945],[-0.06392905  0.14357808 -0.09013585  0.07120831 -0.02263152],20.988980755773035,101642.09439613378
128,2023-05-02 09:59:00,[-0.06392905  0.14357808 -0.09013585  0.07120831 -0.02263152],[ 0.06383118  0.19459637 -0.09828935  0.02516846  0.14054176],45.83840654275812,101687.93280267653
129,2023-05-02 10:59:00,[ 0.06383118  0.19459637 -0.09828935  0.02516846  0.14054176],[ 0.00290192  0.15138395 -0.12009447 -0.13411118  0.1643936 ],-71.39012008956095,101616.54268258697
130,2023-05-02 11:59:00,[ 0.00290192  0.15138395 -0.12009447 -0.13411118  0.1643936 ],[ 0.03482185 -0.00549418 -0.02798723 -0.15391897  0.07868549],-17.22575966953014,101599.31692291744
131,2023-05-02 12:59:00,[ 0.03482185 -0.00549418 -0.02798723 -0.15391897  0.07868549],[-0.17238     0.38003057 -0.00107958 -0.11150943  0.3185209 ],-11.548472907642093,101587.7684500098
132,2023-05-02 13:59:00,[-0.17238     0.38003057 -0.00107958 -0.11150943  0.3185209 ],[ 0.1146133   0.11049987 -0.12375039 -0.03620659  0.1491544 ],307.59089637798735,101895.35934638778
133,2023-05-02 14:59:00,[ 0.1146133   0.11049987 -0.12375039 -0.03620659  0.1491544 ],[-0.03110929  0.13736421 -0.18455368 -0.0912746   0.09243322],-104.07637182115069,101791.28297456662
134,2023-05-02 15:59:00,[-0.03110929  0.13736421 -0.18455368 -0.0912746   0.09243322],[-0.03964644  0.1764552   0.00621239 -0.17190105  0.17705844],-27.22759069513169,101764.0553838715
135,2023-05-02 16:59:00,[-0.03964644  0.1764552   0.00621239 -0.17190105  0.17705844],[ 0.01922948 -0.07585412  0.03018894 -0.12507403  0.00629635],79.57447557206726,101843.62985944356
136,2023-05-02 17:59:00,[ 0.01922948 -0.07585412  0.03018894 -0.12507403  0.00629635],[-0.10881682  0.32090583  0.05662831 -0.20938288  0.3000629 ],-104.10457275742573,101739.52528668614
137,2023-05-02 18:59:00,[-0.10881682  0.32090583  0.05662831 -0.20938288  0.3000629 ],[-0.15326199  0.24125825 -0.16213575 -0.03049608  0.06532431],-1.6282957185791282,101737.89699096757
