step,time,old_pos,new_pos,step_pnl,portfolio_value
140,2023-05-02 21:59:00,[-0.27029786 -0.35836613],[-0.24293329 -0.32991713],-6.8100421296566935,101629.7783091348
141,2023-05-02 22:59:00,[-0.24293329 -0.32991713],[-0.31962296 -0.40699184],-7.855496881376059,101621.92281225343
142,2023-05-02 23:59:00,[-0.31962296 -0.40699184],[-0.28668854 -0.2590019 ],-30.765530567011652,101591.15728168642
143,2023-05-03 00:59:00,[-0.28668854 -0.2590019 ],[-0.2872464  -0.20257135],-46.27840483331629,101544.87887685311
144,2023-05-03 01:59:00,[-0.2872464  -0.20257135],[-0.3056688 -0.2943205],-34.67246087266046,101510.20641598044
145,2023-05-03 02:59:00,[-0.3056688 -0.2943205],[-0.336133   -0.10205164],-5.846776298561664,101504.35963968188
146,2023-05-03 03:59:00,[-0.336133   -0.10205164],[-0.3389545  -0.12347925],-64.09669760434167,101440.26294207753
147,2023-05-03 04:59:00,[-0.3389545  -0.12347925],[-0.25317883 -0.43655905],67.34239242027489,101507.60533449781
148,2023-05-03 05:59:00,[-0.25317883 -0.43655905],[-0.23382926 -0.4612063 ],7.977212507223477,101515.58254700503
149,2023-05-03 06:59:00,[-0.23382926 -0.4612063 ],[-0.30780122  0.03446159],168.6375512793075,101684.22009828434
150,2023-05-03 07:59:00,[-0.30780122  0.03446159],[-0.3387028  -0.13564543],-43.77548841050717,101640.44460987383
151,2023-05-03 08:59:00,[-0.3387028  -0.13564543],[-0.3490655  -0.23729992],-54.62873673023307,101585.8158731436
152,2023-05-03 09:59:00,[-0.3490655  -0.23729992],[-0.29869464 -0.46513295],-10.884189273393318,101574.9316838702
153,2023-05-03 10:59:00,[-0.29869464 -0.46513295],[-0.26630062 -0.09444085],155.92842229915118,101730.86010616936
154,2023-05-03 11:59:00,[-0.26630062 -0.09444085],[-0.26668024 -0.3490496 ],-151.6776844942342,101579.18242167513
155,2023-05-03 12:59:00,[-0.26668024 -0.3490496 ],[-0.28239527 -0.30934086],-342.5736617461688,101236.60875992896
156,2023-05-03 13:59:00,[-0.28239527 -0.30934086],[-0.33143708 -0.3393733 ],85.09237171203193,101321.70113164099
157,2023-05-03 14:59:00,[-0.33143708 -0.3393733 ],[-0.25698057 -0.07556444],320.75058543348734,101642.45171707448
158,2023-05-03 15:59:00,[-0.25698057 -0.07556444],[-0.34527174 -0.2681562 ],-101.3646041221029,101541.08711295237
159,2023-05-03 16:59:00,[-0.34527174 -0.2681562 ],[-0.30910346 -0.15274869],-41.06654430337609,101500.020568649
160,2023-05-03 17:59:00,[-0.30910346 -0.15274869],[-0.31983134 -0.0052208 ],-19.248959405626607,101480.77160924337
161,2023-05-03 18:59:00,[-0.31983134 -0.0052208 ],[-0.25122637 -0.23696284],414.8533833238783,101895.62499256725
162,2023-05-03 19:59:00,[-0.25122637 -0.23696284],[-0.34840086 -0.10515524],177.10168441020562,102072.72667697746
163,2023-05-03 20:59:00,[-0.34840086 -0.10515524],[-0.33342016 -0.0710981 ],124.65854938839155,102197.38522636585
164,2023-05-03 21:59:00,[-0.33342016 -0.0710981 ],[-0.19848178  0.02776961],406.74110995538877,102604.12633632123
165,2023-05-03 22:59:00,[-0.19848178  0.02776961],[-0.36215183 -0.38699412],-29.62242507609636,102574.50391124513
0,2023-05-04 01:59:00,[0. 0.],[ 0.01124688 -0.17353643],0.0,102574.50391124513
1,2023-05-04 02:59:00,[ 0.01124688 -0.17353643],[-0.1131357  -0.17182148],39.93749008958839,102614.44140133473
2,2023-05-04 03:59:00,[-0.1131357  -0.17182148],[-0.07106046 -0.25595802],-22.902386225481592,102591.53901510924
3,2023-05-04 04:59:00,[-0.07106046 -0.25595802],[-0.21172448 -0.27908462],5.7174409033611004,102597.2564560126
4,2023-05-04 05:59:00,[-0.21172448 -0.27908462],[-0.35434747 -0.34301913],-192.51118712416232,102404.74526888844
5,2023-05-04 06:59:00,[-0.35434747 -0.34301913],[-0.14888464 -0.23466635],-39.698702564840495,102365.0465663236
6,2023-05-04 07:59:00,[-0.14888464 -0.23466635],[-0.22732115 -0.24878858],10.690586773498609,102375.7371530971
7,2023-05-04 08:59:00,[-0.22732115 -0.24878858],[-0.02332564 -0.09049511],98.298191372504,102474.03534446961
8,2023-05-04 09:59:00,[-0.02332564 -0.09049511],[ 0.07351403 -0.06459719],12.499143041636382,102486.53448751125
9,2023-05-04 10:59:00,[ 0.07351403 -0.06459719],[-0.20109178 -0.34465125],-10.790105647135274,102475.74438186412
10,2023-05-04 11:59:00,[-0.20109178 -0.34465125],[-0.16551642 -0.20493342],20.548492445910142,102496.29287431003
11,2023-05-04 12:59:00,[-0.16551642 -0.20493342],[-0.04185726 -0.23396571],-39.34222694437133,102456.95064736567
12,2023-05-04 13:59:00,[-0.04185726 -0.23396571],[-0.09689463 -0.2809223 ],-264.1257646954747,102192.82488267019
13,2023-05-04 14:59:00,[-0.09689463 -0.2809223 ],[-0.08332802 -0.22112527],-36.34110998741886,102156.48377268277
14,2023-05-04 15:59:00,[-0.08332802 -0.22112527],[-0.11440738 -0.22677693],-35.24161723083927,102121.24215545192
15,2023-05-04 16:59:00,[-0.11440738 -0.22677693],[ 0.13010515 -0.04337648],119.73454404717555,102240.9766994991
16,2023-05-04 17:59:00,[ 0.13010515 -0.04337648],[ 0.20196363 -0.07690659],-45.0996941432943,102195.8770053558
17,2023-05-04 18:59:00,[ 0.20196363 -0.07690659],[-0.00982757 -0.14799297],40.943628232027265,102236.82063358782
18,2023-05-04 19:59:00,[-0.00982757 -0.14799297],[-0.05941326 -0.12281442],5.54891528558528,102242.36954887341
19,2023-05-04 20:59:00,[-0.05941326 -0.12281442],[-0.14335983 -0.3488708 ],-66.66328421550502,102175.7062646579
20,2023-05-04 21:59:00,[-0.14335983 -0.3488708 ],[-0.01268458 -0.15756792],10.318018101665695,102186.02428275956
21,2023-05-04 22:59:00,[-0.01268458 -0.15756792],[0.32947153 0.1159168 ],32.170254936426005,102218.19453769599
22,2023-05-04 23:59:00,[0.32947153 0.1159168 ],[0.2885853  0.02278296],-114.09875820315857,102104.09577949284
23,2023-05-05 00:59:00,[0.2885853  0.02278296],[ 0.04532543 -0.12213969],39.352863556332856,102143.44864304917
24,2023-05-05 01:59:00,[ 0.04532543 -0.12213969],[ 0.05644633 -0.0038962 ],89.07133267667447,102232.51997572584
25,2023-05-05 02:59:00,[ 0.05644633 -0.0038962 ],[ 0.10643484 -0.11238115],17.83846072799919,102250.35843645384
26,2023-05-05 03:59:00,[ 0.10643484 -0.11238115],[-0.1898776 -0.350795 ],-63.60805172320741,102186.75038473064
27,2023-05-05 04:59:00,[-0.1898776 -0.350795 ],[0.18928207 0.0500416 ],21.79760998961833,102208.54799472025
28,2023-05-05 05:59:00,[0.18928207 0.0500416 ],[-0.04829834 -0.18409204],60.81108920753826,102269.35908392779
29,2023-05-05 06:59:00,[-0.04829834 -0.18409204],[-0.18978469 -0.33363622],-68.30197273095426,102201.05711119683
30,2023-05-05 07:59:00,[-0.18978469 -0.33363622],[ 0.03503657 -0.0310741 ],128.03863240924807,102329.09574360609
31,2023-05-05 08:59:00,[ 0.03503657 -0.0310741 ],[-0.07888786 -0.29368457],-18.539904004911904,102310.55583960118
32,2023-05-05 09:59:00,[-0.07888786 -0.29368457],[-0.20840175 -0.30314252],-383.3434876348516,101927.21235196633
33,2023-05-05 10:59:00,[-0.20840175 -0.30314252],[-0.130368   -0.29164422],18.644126212023693,101945.85647817835
34,2023-05-05 11:59:00,[-0.130368   -0.29164422],[-0.2540664  -0.27991587],-62.4248956100417,101883.43158256832
35,2023-05-05 12:59:00,[-0.2540664  -0.27991587],[-0.09322269 -0.12855828],-158.29857394632316,101725.133008622
36,2023-05-05 13:59:00,[-0.09322269 -0.12855828],[-0.11021134 -0.23834677],-84.72069239734105,101640.41231622465
37,2023-05-05 14:59:00,[-0.11021134 -0.23834677],[0.15394273 0.05084861],202.68333992671936,101843.09565615137
38,2023-05-05 15:59:00,[0.15394273 0.05084861],[-0.08015048 -0.21991737],42.15736752785483,101885.25302367922
39,2023-05-05 16:59:00,[-0.08015048 -0.21991737],[-0.2646571  -0.30307913],-232.9986012800735,101652.25442239914
40,2023-05-05 17:59:00,[-0.2646571  -0.30307913],[ 0.04398572 -0.160841  ],31.901976386571476,101684.15639878571
41,2023-05-05 18:59:00,[ 0.04398572 -0.160841  ],[ 0.11946298 -0.08913882],-24.01538415591586,101660.14101462979
42,2023-05-05 19:59:00,[ 0.11946298 -0.08913882],[ 0.00491153 -0.06571095],54.228982083031035,101714.36999671282
43,2023-05-05 20:59:00,[ 0.00491153 -0.06571095],[ 0.05631426 -0.02827828],3.131078667722093,101717.50107538054
44,2023-05-05 21:59:00,[ 0.05631426 -0.02827828],[0.18856782 0.06647718],10.881414154665201,101728.3824895352
45,2023-05-05 22:59:00,[0.18856782 0.06647718],[ 0.04562519 -0.16079375],36.49956499874266,101764.88205453394
46,2023-05-05 23:59:00,[ 0.04562519 -0.16079375],[-0.18524735 -0.28852898],-68.00852844531609,101696.87352608863
47,2023-05-06 00:59:00,[-0.18524735 -0.28852898],[-0.19682755 -0.27794802],-242.6802024925058,101454.19332359612
48,2023-05-06 01:59:00,[-0.19682755 -0.27794802],[-0.24252145 -0.24251574],-127.15886554843799,101327.03445804768
49,2023-05-06 02:59:00,[-0.24252145 -0.24251574],[-0.02644604 -0.19502899],-9.38665485289565,101317.64780319479
50,2023-05-06 03:59:00,[-0.02644604 -0.19502899],[ 0.1409634  -0.07458909],13.715887877325255,101331.36369107211
51,2023-05-06 04:59:00,[ 0.1409634  -0.07458909],[ 0.11877012 -0.08872296],9.139070094713219,101340.50276116682
52,2023-05-06 05:59:00,[ 0.11877012 -0.08872296],[ 0.03844214 -0.1611806 ],-26.548212123975006,101313.95454904284
53,2023-05-06 06:59:00,[ 0.03844214 -0.1611806 ],[-0.2644474  -0.33670104],-123.18913987733397,101190.76540916551
54,2023-05-06 07:59:00,[-0.2644474  -0.33670104],[-0.15812789 -0.14030209],116.95924335502575,101307.72465252054
55,2023-05-06 08:59:00,[-0.15812789 -0.14030209],[-0.02711207 -0.1413121 ],-70.89816538367093,101236.82648713687
56,2023-05-06 09:59:00,[-0.02711207 -0.1413121 ],[-0.0319682  -0.05723265],18.239064536758182,101255.06555167363
57,2023-05-06 10:59:00,[-0.0319682  -0.05723265],[ 0.12481274 -0.0792136 ],23.886034427424157,101278.95158610106
