step,time,old_pos,new_pos,step_pnl,portfolio_value
0,2023-04-27 01:59:00,[0.],[0.40275258],0.0,100000.0
1,2023-04-27 02:59:00,[0.40275258],[0.5],52.31558144555033,100052.31558144555
2,2023-04-27 03:59:00,[0.5],[0.5],43.788235338482195,100096.10381678403
3,2023-04-27 04:59:00,[0.5],[0.5],22.67285921955242,100118.77667600359
4,2023-04-27 05:59:00,[0.5],[0.5],66.77413282667466,100185.55080883026
5,2023-04-27 06:59:00,[0.5],[0.5],144.4548416036362,100330.0056504339
6,2023-04-27 07:59:00,[0.5],[0.5],95.21468138968814,100425.22033182358
7,2023-04-27 08:59:00,[0.5],[0.5],164.78192958162552,100590.00226140521
8,2023-04-27 09:59:00,[0.5],[0.5],-7.862220326737557,100582.14004107847
9,2023-04-27 10:59:00,[0.5],[0.5],47.943203889033725,100630.0832449675
10,2023-04-27 11:59:00,[0.5],[0.5],-4.111024352004833,100625.9722206155
11,2023-04-27 12:59:00,[0.5],[0.5],11.591364698615436,100637.56358531411
12,2023-04-27 13:59:00,[0.5],[0.5],-76.53571966859118,100561.02786564552
13,2023-04-27 14:59:00,[0.5],[0.5],35.48934740709164,100596.5172130526
14,2023-04-27 15:59:00,[0.5],[0.5],-91.77177292079008,100504.74544013181
15,2023-04-27 16:59:00,[0.5],[0.5],-62.80689393176608,100441.93854620005
16,2023-04-27 17:59:00,[0.5],[0.47583842],205.02778734723393,100646.96633354729
17,2023-04-27 18:59:00,[0.47583842],[0.45815802],178.57428735475762,100825.54062090204
18,2023-04-27 19:59:00,[0.45815802],[0.5],17.063536416043185,100842.60415731808
19,2023-04-27 20:59:00,[0.5],[0.5],-62.10330556273291,100780.50085175535
20,2023-04-27 21:59:00,[0.5],[0.46592724],141.87607194764416,100922.37692370299
21,2023-04-27 22:59:00,[0.46592724],[0.5],-148.3497404111775,100774.02718329181
22,2023-04-27 23:59:00,[0.5],[0.5],25.337659566782023,100799.36484285859
23,2023-04-28 00:59:00,[0.5],[0.5],27.190830334333782,100826.55567319292
24,2023-04-28 01:59:00,[0.5],[0.5],21.051484106671126,100847.6071572996
25,2023-04-28 02:59:00,[0.5],[0.5],-100.11115674348758,100747.49600055612
26,2023-04-28 03:59:00,[0.5],[0.4948867],74.46407653732834,100821.96007709345
27,2023-04-28 04:59:00,[0.4948867],[0.5],-118.48992411198053,100703.47015298146
28,2023-04-28 05:59:00,[0.5],[0.5],-43.56642069636152,100659.9037322851
29,2023-04-28 06:59:00,[0.5],[0.5],-29.748315942956793,100630.15541634215
30,2023-04-28 07:59:00,[0.5],[0.5],-55.00083994074423,100575.15457640142
31,2023-04-28 08:59:00,[0.5],[0.5],-124.05695514616788,100451.09762125525
32,2023-04-28 09:59:00,[0.5],[0.5],-29.99278962541041,100421.10483162984
33,2023-04-28 10:59:00,[0.5],[0.5],-35.86787358433874,100385.2369580455
34,2023-04-28 11:59:00,[0.5],[0.5],177.0282178510385,100562.26517589654
35,2023-04-28 12:59:00,[0.5],[0.5],89.22468515728532,100651.48986105382
36,2023-04-28 13:59:00,[0.5],[0.5],-97.1520499955858,100554.33781105824
37,2023-04-28 14:59:00,[0.5],[0.5],206.53233674936544,100760.87014780761
38,2023-04-28 15:59:00,[0.5],[0.5],64.20096608690251,100825.07111389452
39,2023-04-28 16:59:00,[0.5],[0.5],57.70967045783948,100882.78078435236
40,2023-04-28 17:59:00,[0.5],[0.5],4.086344501263994,100886.86712885363
41,2023-04-28 18:59:00,[0.5],[0.5],-83.26281745256736,100803.60431140105
42,2023-04-28 19:59:00,[0.5],[0.5],198.25733425244962,101001.86164565351
43,2023-04-28 20:59:00,[0.5],[0.5],-52.50431059393712,100949.35733505957
44,2023-04-28 21:59:00,[0.5],[0.5],7.473068440511099,100956.83040350008
45,2023-04-28 22:59:00,[0.5],[0.48319495],32.18191504497092,100989.01231854505
46,2023-04-28 23:59:00,[0.48319495],[0.5],10.688656429348072,100999.7009749744
47,2023-04-29 00:59:00,[0.5],[0.5],4.779533916821066,101004.48050889123
48,2023-04-29 01:59:00,[0.5],[0.5],-71.73496638905874,100932.74554250216
49,2023-04-29 02:59:00,[0.5],[0.5],26.00197808071414,100958.74752058288
50,2023-04-29 03:59:00,[0.5],[0.5],-24.086474275009095,100934.66104630787
51,2023-04-29 04:59:00,[0.5],[0.5],-100.29484866715954,100834.3661976407
52,2023-04-29 05:59:00,[0.5],[0.5],41.766633915374385,100876.13283155608
53,2023-04-29 06:59:00,[0.5],[0.5],-39.779655529725844,100836.35317602636
54,2023-04-29 07:59:00,[0.5],[0.5],-72.31493880417439,100764.03823722218
55,2023-04-29 08:59:00,[0.5],[0.5],-0.5920023193439761,100763.44623490283
56,2023-04-29 09:59:00,[0.5],[0.5],-52.35942415970918,100711.08681074313
57,2023-04-29 10:59:00,[0.5],[0.5],67.86060924737214,100778.94741999051
58,2023-04-29 11:59:00,[0.5],[0.5],57.55882253142275,100836.50624252194
59,2023-04-29 12:59:00,[0.5],[0.5],-42.01389160249924,100794.49235091943
60,2023-04-29 13:59:00,[0.5],[0.5],-245.3528185318632,100549.13953238758
61,2023-04-29 14:59:00,[0.5],[0.5],-34.652193481621296,100514.48733890595
62,2023-04-29 15:59:00,[0.5],[0.5],20.856316855821788,100535.34365576177
63,2023-04-29 16:59:00,[0.5],[0.5],1.3414334011585538,100536.68508916293
64,2023-04-29 17:59:00,[0.5],[0.5],105.12623547591637,100641.81132463884
65,2023-04-29 18:59:00,[0.5],[0.5],-21.219518402793014,100620.59180623604
66,2023-04-29 19:59:00,[0.5],[0.5],-63.94881776121686,100556.64298847482
67,2023-04-29 20:59:00,[0.5],[0.5],-17.76120582879237,100538.88178264603
68,2023-04-29 21:59:00,[0.5],[0.5],-5.923048220246585,100532.95873442579
69,2023-04-29 22:59:00,[0.5],[0.5],-51.45585775996331,100481.50287666582
70,2023-04-29 23:59:00,[0.5],[0.5],-47.75338489184655,100433.74949177397
71,2023-04-30 00:59:00,[0.5],[0.5],57.31497142833497,100491.0644632023
72,2023-04-30 01:59:00,[0.5],[0.4675507],66.4119055155954,100557.4763687179
73,2023-04-30 02:59:00,[0.4675507],[0.5],14.706395588719863,100572.1827643066
74,2023-04-30 03:59:00,[0.5],[0.5],74.7917210207838,100646.97448532739
75,2023-04-30 04:59:00,[0.5],[0.5],-19.897370122334834,100627.07711520506
76,2023-04-30 05:59:00,[0.5],[0.5],-50.289949452109184,100576.78716575295
77,2023-04-30 06:59:00,[0.5],[0.5],2.782788719501994,100579.56995447245
78,2023-04-30 07:59:00,[0.5],[0.5],41.99034468919116,100621.56029916163
79,2023-04-30 08:59:00,[0.5],[0.5],-31.903190734894338,100589.65710842673
