step,time,old_pos,new_pos,step_pnl,portfolio_value
52,2023-04-29 05:59:00,[-0.05384729  0.20752555 -0.43634197  0.5        -0.09967072],[ 0.0708192   0.38314167  0.33821744  0.29172897 -0.04280126],-25.90076475442993,94701.75663868824
53,2023-04-29 06:59:00,[ 0.0708192   0.38314167  0.33821744  0.29172897 -0.04280126],[0.06108806 0.2247568  0.5        0.0523622  0.11121381],-24.905926731141093,94676.8507119571
54,2023-04-29 07:59:00,[0.06108806 0.2247568  0.5        0.0523622  0.11121381],[ 0.1124235   0.17401774  0.14317271  0.28014624 -0.08740891],-38.770814091453886,94638.07989786565
55,2023-04-29 08:59:00,[ 0.1124235   0.17401774  0.14317271  0.28014624 -0.08740891],[ 0.00970874  0.18287338 -0.03743945  0.5         0.08062126],-105.9436690580581,94532.13622880759
56,2023-04-29 09:59:00,[ 0.00970874  0.18287338 -0.03743945  0.5         0.08062126],[-0.14486882  0.17446844  0.03375578  0.5         0.19592415],-168.08333830571792,94364.05289050187
57,2023-04-29 10:59:00,[-0.14486882  0.17446844  0.03375578  0.5         0.19592415],[-0.16551375  0.19581996  0.27366424  0.4831006   0.29881597],-260.33326165628966,94103.71962884559
58,2023-04-29 11:59:00,[-0.16551375  0.19581996  0.27366424  0.4831006   0.29881597],[-0.21959655 -0.02067733 -0.05823201  0.3556357   0.43435085],-446.7484716240167,93656.97115722157
59,2023-04-29 12:59:00,[-0.21959655 -0.02067733 -0.05823201  0.3556357   0.43435085],[-0.06417658 -0.15984578 -0.38597175  0.43728787  0.5       ],-313.2620865445108,93343.70907067707
60,2023-04-29 13:59:00,[-0.06417658 -0.15984578 -0.38597175  0.43728787  0.5       ],[ 0.0923399   0.08679892 -0.5         0.5         0.12259754],-164.68458300042911,93179.02448767664
61,2023-04-29 14:59:00,[ 0.0923399   0.08679892 -0.5         0.5         0.12259754],[0.28724313 0.21217299 0.17221442 0.32608122 0.11943038],-84.83363929705644,93094.19084837959
62,2023-04-29 15:59:00,[0.28724313 0.21217299 0.17221442 0.32608122 0.11943038],[0.18354034 0.06765036 0.30787492 0.17159058 0.26231453],-103.07946870511557,92991.11137967448
63,2023-04-29 16:59:00,[0.18354034 0.06765036 0.30787492 0.17159058 0.26231453],[-0.01759891  0.18603745 -0.35289016  0.5        -0.1323688 ],-128.1470351129284,92862.96434456155
64,2023-04-29 17:59:00,[-0.01759891  0.18603745 -0.35289016  0.5        -0.1323688 ],[ 0.2875932   0.23007017 -0.13018954  0.37785524 -0.07248978],-147.03974602896227,92715.92459853258
65,2023-04-29 18:59:00,[ 0.2875932   0.23007017 -0.13018954  0.37785524 -0.07248978],[ 0.11094128  0.32725927  0.16880739  0.43127304 -0.20846759],-179.6977021303041,92536.22689640228
66,2023-04-29 19:59:00,[ 0.11094128  0.32725927  0.16880739  0.43127304 -0.20846759],[ 0.02176944  0.13577205 -0.5         0.5        -0.07033362],-319.9516466872276,92216.27524971505
67,2023-04-29 20:59:00,[ 0.02176944  0.13577205 -0.5         0.5        -0.07033362],[ 0.29974025  0.22924682 -0.33969307  0.498291   -0.17929542],-153.94607620657047,92062.32917350848
68,2023-04-29 21:59:00,[ 0.29974025  0.22924682 -0.33969307  0.498291   -0.17929542],[-0.13079104  0.1377798  -0.3706409   0.5        -0.03629869],-510.51143685576955,91551.81773665271
69,2023-04-29 22:59:00,[-0.13079104  0.1377798  -0.3706409   0.5        -0.03629869],[ 0.21546066  0.25413233 -0.1260142   0.4854244  -0.20577286],162.21381909268342,91714.03155574539
70,2023-04-29 23:59:00,[ 0.21546066  0.25413233 -0.1260142   0.4854244  -0.20577286],[ 0.09944635  0.17253163 -0.1382487   0.5        -0.02343118],-56.82804561514651,91657.20351013025
71,2023-04-30 00:59:00,[ 0.09944635  0.17253163 -0.1382487   0.5        -0.02343118],[ 0.23097607  0.22121817 -0.16842504  0.5        -0.00122265],-120.52303725329605,91536.68047287695
72,2023-04-30 01:59:00,[ 0.23097607  0.22121817 -0.16842504  0.5        -0.00122265],[0.2908593  0.18479958 0.46853137 0.08484089 0.16141441],60.64334899723619,91597.32382187419
73,2023-04-30 02:59:00,[0.2908593  0.18479958 0.46853137 0.08484089 0.16141441],[-0.04694701  0.3176954   0.2183912   0.26292887 -0.14787522],-52.99296980180415,91544.33085207238
74,2023-04-30 03:59:00,[-0.04694701  0.3176954   0.2183912   0.26292887 -0.14787522],[-0.00194268  0.08296224 -0.11798126  0.25302166  0.19127125],-127.31378008978758,91417.0170719826
75,2023-04-30 04:59:00,[-0.00194268  0.08296224 -0.11798126  0.25302166  0.19127125],[-0.06356406  0.03485388 -0.23698354  0.5         0.3727271 ],-256.6740797268453,91160.34299225576
76,2023-04-30 05:59:00,[-0.06356406  0.03485388 -0.23698354  0.5         0.3727271 ],[-0.20401065  0.22637646 -0.03012788  0.5        -0.2103075 ],-321.76385595817857,90838.57913629757
77,2023-04-30 06:59:00,[-0.20401065  0.22637646 -0.03012788  0.5        -0.2103075 ],[ 0.22301629  0.28053954  0.10651265  0.33168745 -0.25613683],28.72589687149747,90867.30503316908
78,2023-04-30 07:59:00,[ 0.22301629  0.28053954  0.10651265  0.33168745 -0.25613683],[ 0.2905314   0.2644654  -0.09250414  0.40525383 -0.27932197],29.30538075939694,90896.61041392847
79,2023-04-30 08:59:00,[ 0.2905314   0.2644654  -0.09250414  0.40525383 -0.27932197],[ 0.06344966  0.30351928 -0.14103837  0.5        -0.08986179],-271.48885874283775,90625.12155518563
80,2023-04-30 09:59:00,[ 0.06344966  0.30351928 -0.14103837  0.5        -0.08986179],[0.03832648 0.2771289  0.43656904 0.4559251  0.05683544],160.87712363832082,90785.99867882395
81,2023-04-30 10:59:00,[0.03832648 0.2771289  0.43656904 0.4559251  0.05683544],[0.08714013 0.2480714  0.41225985 0.18424146 0.11921649],45.21976926681039,90831.21844809076
82,2023-04-30 11:59:00,[0.08714013 0.2480714  0.41225985 0.18424146 0.11921649],[-0.09158919  0.1641269   0.37977615  0.16164923  0.33970886],-78.52511933975215,90752.693328751
83,2023-04-30 12:59:00,[-0.09158919  0.1641269   0.37977615  0.16164923  0.33970886],[0.19405735 0.14954457 0.5        0.02610101 0.09035895],69.0721455641675,90821.76547431517
84,2023-04-30 13:59:00,[0.19405735 0.14954457 0.5        0.02610101 0.09035895],[ 0.0264993   0.281731    0.297793    0.23592427 -0.22083826],-127.33793846105189,90694.42753585412
85,2023-04-30 14:59:00,[ 0.0264993   0.281731    0.297793    0.23592427 -0.22083826],[-0.19983499  0.09033515  0.21503639  0.28884438  0.2722806 ],-41.038302749108084,90653.38923310502
86,2023-04-30 15:59:00,[-0.19983499  0.09033515  0.21503639  0.28884438  0.2722806 ],[-0.00316632  0.22589351  0.29192555  0.23214017  0.01818753],364.3381314243953,91017.7273645294
87,2023-04-30 16:59:00,[-0.00316632  0.22589351  0.29192555  0.23214017  0.01818753],[0.00311269 0.10118105 0.17147869 0.29399964 0.20339984],66.31900625928193,91084.04637078868
88,2023-04-30 17:59:00,[0.00311269 0.10118105 0.17147869 0.29399964 0.20339984],[-0.09978963  0.2256414  -0.15141544  0.5        -0.21054612],-18.209464558951026,91065.83690622973
89,2023-04-30 18:59:00,[-0.09978963  0.2256414  -0.15141544  0.5        -0.21054612],[-0.12883092  0.21253556 -0.31472585  0.5        -0.19152652],-85.33304344422311,90980.50386278551
90,2023-04-30 19:59:00,[-0.12883092  0.21253556 -0.31472585  0.5        -0.19152652],[ 0.04117588  0.2938702   0.13658132  0.5        -0.08740763],354.87085518315587,91335.37471796866
91,2023-04-30 20:59:00,[ 0.04117588  0.2938702   0.13658132  0.5        -0.08740763],[-0.03210547  0.2806254   0.10172859  0.5         0.11081962],77.33846712206886,91412.71318509073
92,2023-04-30 21:59:00,[-0.03210547  0.2806254   0.10172859  0.5         0.11081962],[-0.05832662  0.1301619  -0.13362756  0.5         0.2671913 ],-243.90683078715827,91168.80635430357
93,2023-04-30 22:59:00,[-0.05832662  0.1301619  -0.13362756  0.5         0.2671913 ],[-0.07581053  0.31932464  0.04565107  0.5        -0.00603927],-68.9880324221172,91099.81832188145
94,2023-04-30 23:59:00,[-0.07581053  0.31932464  0.04565107  0.5        -0.00603927],[-0.06609244  0.00389294  0.31858185  0.01372587  0.46987587],-507.85112673442063,90591.96719514704
95,2023-05-01 00:59:00,[-0.06609244  0.00389294  0.31858185  0.01372587  0.46987587],[ 0.16483134  0.0847258  -0.15252526  0.28770804 -0.03190705],227.56504584111644,90819.53224098815
96,2023-05-01 01:59:00,[ 0.16483134  0.0847258  -0.15252526  0.28770804 -0.03190705],[-0.10799701  0.26009712 -0.15886757  0.42435914 -0.30609918],-247.2529662086211,90572.27927477953
97,2023-05-01 02:59:00,[-0.10799701  0.26009712 -0.15886757  0.42435914 -0.30609918],[ 0.11714751  0.02391886 -0.5         0.5        -0.15587093],-142.4375306811948,90429.84174409833
98,2023-05-01 03:59:00,[ 0.11714751  0.02391886 -0.5         0.5        -0.15587093],[ 0.01177447  0.28933904 -0.2241703   0.46473053 -0.19847293],119.73681068316057,90549.57855478149
99,2023-05-01 04:59:00,[ 0.01177447  0.28933904 -0.2241703   0.46473053 -0.19847293],[ 0.01759354  0.16440834 -0.23077881  0.5         0.11148325],-63.19145790771732,90486.38709687378
100,2023-05-01 05:59:00,[ 0.01759354  0.16440834 -0.23077881  0.5         0.11148325],[-0.06690781  0.26333642 -0.2506923   0.5         0.01429404],-129.19725368422286,90357.18984318955
101,2023-05-01 06:59:00,[-0.06690781  0.26333642 -0.2506923   0.5         0.01429404],[0.15563038 0.02438276 0.24525347 0.12460395 0.40137446],-330.9330194496624,90026.2568237399
102,2023-05-01 07:59:00,[0.15563038 0.02438276 0.24525347 0.12460395 0.40137446],[ 0.22254065  0.13093641 -0.16570544  0.3331977   0.02540448],-17.903516513557975,90008.35330722634
103,2023-05-01 08:59:00,[ 0.22254065  0.13093641 -0.16570544  0.3331977   0.02540448],[ 0.00994643  0.2311426  -0.19912215  0.5        -0.22709693],-105.7733820594524,89902.57992516688
104,2023-05-01 09:59:00,[ 0.00994643  0.2311426  -0.19912215  0.5        -0.22709693],[-0.02941775  0.23247083 -0.15740062  0.5        -0.25270343],-0.4649139476484052,89902.11501121923
105,2023-05-01 10:59:00,[-0.02941775  0.23247083 -0.15740062  0.5        -0.25270343],[0.1881546  0.12390167 0.22392082 0.05067554 0.23646016],-196.13732293095384,89705.97768828827
106,2023-05-01 11:59:00,[0.1881546  0.12390167 0.22392082 0.05067554 0.23646016],[ 0.00933303  0.26186383  0.11724615  0.29832932 -0.25279802],-119.39706327209299,89586.58062501618
107,2023-05-01 12:59:00,[ 0.00933303  0.26186383  0.11724615  0.29832932 -0.25279802],[-0.04424164  0.03495684  0.04940437  0.308463    0.3180177 ],-128.2350975119294,89458.34552750425
108,2023-05-01 13:59:00,[-0.04424164  0.03495684  0.04940437  0.308463    0.3180177 ],[-0.10899368  0.0470575  -0.43189725  0.5         0.25446624],-167.44661647695244,89290.8989110273
109,2023-05-01 14:59:00,[-0.10899368  0.0470575  -0.43189725  0.5         0.25446624],[ 0.10578854 -0.00910717 -0.40530857  0.5         0.30448288],-5.53642215143006,89285.36248887586
110,2023-05-01 15:59:00,[ 0.10578854 -0.00910717 -0.40530857  0.5         0.30448288],[ 0.02460162  0.30279538 -0.09130496  0.5         0.04939841],150.61960152023858,89435.98209039611
111,2023-05-01 16:59:00,[ 0.02460162  0.30279538 -0.09130496  0.5         0.04939841],[ 0.06213118 -0.00657566  0.12170753  0.16836461  0.46972096],157.27763457951784,89593.25972497562
112,2023-05-01 17:59:00,[ 0.06213118 -0.00657566  0.12170753  0.16836461  0.46972096],[ 0.07434612  0.07650647 -0.5         0.5         0.03410606],-28.573518834180447,89564.68620614144
113,2023-05-01 18:59:00,[ 0.07434612  0.07650647 -0.5         0.5         0.03410606],[ 0.11617561  0.4020707   0.31989998  0.329705   -0.13802777],100.64377034729063,89665.32997648873
114,2023-05-01 19:59:00,[ 0.11617561  0.4020707   0.31989998  0.329705   -0.13802777],[-0.18814662  0.21010089 -0.16360015  0.5        -0.17471112],-1013.932809352755,88651.39716713598
115,2023-05-01 20:59:00,[-0.18814662  0.21010089 -0.16360015  0.5        -0.17471112],[-0.22948608  0.1487781  -0.06911714  0.5         0.03580892],-30.571743734278108,88620.8254234017
116,2023-05-01 21:59:00,[-0.22948608  0.1487781  -0.06911714  0.5         0.03580892],[0.05174076 0.09413559 0.42676023 0.21167223 0.167668  ],387.75137745078473,89008.57680085248
117,2023-05-01 22:59:00,[0.05174076 0.09413559 0.42676023 0.21167223 0.167668  ],[-0.22607009  0.02708793  0.21820784  0.2574114   0.41591734],-309.19882133748393,88699.37797951499
118,2023-05-01 23:59:00,[-0.22607009  0.02708793  0.21820784  0.2574114   0.41591734],[-0.19518936  0.24784808 -0.13821071  0.5        -0.2768255 ],249.78120738073915,88949.15918689573
119,2023-05-02 00:59:00,[-0.19518936  0.24784808 -0.13821071  0.5        -0.2768255 ],[ 0.18013236  0.14474854 -0.04079414  0.41776365 -0.17021415],38.06095299547101,88987.2201398912
120,2023-05-02 01:59:00,[ 0.18013236  0.14474854 -0.04079414  0.41776365 -0.17021415],[-0.0626488   0.23010847 -0.32400912  0.5        -0.19250296],-265.3912737389063,88721.8288661523
121,2023-05-02 02:59:00,[-0.0626488   0.23010847 -0.32400912  0.5        -0.19250296],[ 0.04619324 -0.01154573 -0.5         0.49183568  0.2954781 ],-363.2231798380648,88358.60568631423
122,2023-05-02 03:59:00,[ 0.04619324 -0.01154573 -0.5         0.49183568  0.2954781 ],[-0.08720954  0.21898273 -0.01081772  0.5         0.24358928],-63.39756856240016,88295.20811775183
123,2023-05-02 04:59:00,[-0.08720954  0.21898273 -0.01081772  0.5         0.24358928],[-0.08936062  0.26182392 -0.12503348  0.5        -0.19560756],6.634162560530342,88301.84228031235
124,2023-05-02 05:59:00,[-0.08936062  0.26182392 -0.12503348  0.5        -0.19560756],[ 0.26234153  0.21775585  0.33709872  0.17120254 -0.04824748],-108.5521433085571,88193.2901370038
125,2023-05-02 06:59:00,[ 0.26234153  0.21775585  0.33709872  0.17120254 -0.04824748],[-0.06051751  0.3219057   0.35688227  0.404278   -0.16510275],-103.53543485636344,88089.75470214743
126,2023-05-02 07:59:00,[-0.06051751  0.3219057   0.35688227  0.404278   -0.16510275],[-0.07870443  0.13261193 -0.5         0.5        -0.07332458],-173.80327526291495,87915.95142688452
127,2023-05-02 08:59:00,[-0.07870443  0.13261193 -0.5         0.5        -0.07332458],[-0.08681121  0.29042965  0.03714785  0.5         0.02649741],-580.6627241700457,87335.28870271448
128,2023-05-02 09:59:00,[-0.08681121  0.29042965  0.03714785  0.5         0.02649741],[-0.00929416  0.36633155  0.42913938  0.38451812 -0.11997997],24.740454413127054,87360.0291571276
129,2023-05-02 10:59:00,[-0.00929416  0.36633155  0.42913938  0.38451812 -0.11997997],[0.12849382 0.12520683 0.32311732 0.24215297 0.00538078],384.6793173127063,87744.70847444031
130,2023-05-02 11:59:00,[0.12849382 0.12520683 0.32311732 0.24215297 0.00538078],[ 0.18799731  0.13090493 -0.10645874  0.34677237 -0.03206762],-24.55564024575009,87720.15283419457
131,2023-05-02 12:59:00,[ 0.18799731  0.13090493 -0.10645874  0.34677237 -0.03206762],[0.06576    0.17695025 0.5        0.12572865 0.4120479 ],-146.20353648763844,87573.94929770693
132,2023-05-02 13:59:00,[0.06576    0.17695025 0.5        0.12572865 0.4120479 ],[ 0.08694561  0.2702218   0.40387678  0.19216171 -0.15521437],238.30926119780048,87812.25855890474
133,2023-05-02 14:59:00,[ 0.08694561  0.2702218   0.40387678  0.19216171 -0.15521437],[ 0.04850325  0.1084137   0.3053924   0.26648182 -0.025666  ],696.6116741642807,88508.87023306901
134,2023-05-02 15:59:00,[ 0.04850325  0.1084137   0.3053924   0.26648182 -0.025666  ],[0.07088467 0.07652124 0.24826682 0.15883955 0.17450409],275.70662844654913,88784.57686151557
135,2023-05-02 16:59:00,[0.07088467 0.07652124 0.24826682 0.15883955 0.17450409],[ 0.12398788  0.1189092  -0.33924952  0.42615116  0.00631849],119.51499891658995,88904.09186043216
136,2023-05-02 17:59:00,[ 0.12398788  0.1189092  -0.33924952  0.42615116  0.00631849],[ 0.14117542  0.12178604  0.5        -0.08167163  0.35145658],120.3349004510755,89024.42676088325
137,2023-05-02 18:59:00,[ 0.14117542  0.12178604  0.5        -0.08167163  0.35145658],[-0.05970054  0.04621392  0.20536737  0.25065285  0.2618661 ],-132.47324728310818,88891.95351360014
138,2023-05-02 19:59:00,[-0.05970054  0.04621392  0.20536737  0.25065285  0.2618661 ],[-0.12329127  0.31749177  0.5         0.29529923 -0.13205238],-120.61263241917715,88771.34088118096
139,2023-05-02 20:59:00,[-0.12329127  0.31749177  0.5         0.29529923 -0.13205238],[-0.0914479   0.16202113 -0.2648424   0.5        -0.21398814],-242.3207201029558,88529.020161078
140,2023-05-02 21:59:00,[-0.0914479   0.16202113 -0.2648424   0.5        -0.21398814],[-0.04651151  0.2628179  -0.33953318  0.5        -0.09288054],-143.75310618366018,88385.26705489434
141,2023-05-02 22:59:00,[-0.04651151  0.2628179  -0.33953318  0.5        -0.09288054],[ 0.10112001  0.2890109  -0.11814725  0.5        -0.15707158],-106.73725444060061,88278.52980045375
142,2023-05-02 23:59:00,[ 0.10112001  0.2890109  -0.11814725  0.5        -0.15707158],[ 0.21474579  0.34586152  0.5         0.20524107 -0.13042323],-23.721593186814275,88254.80820726693
143,2023-05-03 00:59:00,[ 0.21474579  0.34586152  0.5         0.20524107 -0.13042323],[-0.06496082  0.23940594 -0.05403959  0.5        -0.19895777],-312.73696616917493,87942.07124109776
